0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	1	0	0	0	0
4	0	0	0	0	0	0	0	0
5	33	0	0	2	0	0	0	1
6	34	0	0	2	0	0	0	1
7	58	0	0	3	0	0	0	1
8	81	81	81	2	0	1	0	0
9	121	121	121	2	0	1	0	0
10	123	123	123	2	0	0	0	1
11	124	0	0	2	0	0	0	1
12	127	0	0	2	0	0	1	0
13	128	128	128	2	0	0	1	0
14	129	0	0	2	0	0	1	0
15	133	0	0	2	0	0	0	1
16	134	0	0	2	0	0	0	1
17	142	0	0	2	0	0	0	1
18	143	143	143	2	0	1	0	1
19	146	146	146	2	0	1	0	0
20	180	0	0	2	0	0	0	1
21	181	0	0	2	0	0	0	1
22	212	0	0	2	0	0	0	1
23	214	0	0	10	0	0	0	1
24	216	0	0	8	0	0	0	1
25	217	0	0	2	0	0	0	1
26	218	218	218	2	0	1	0	0
27	219	0	0	2	0	0	0	1
28	258	258	258	2	0	1	0	0
29	266	266	266	2	0	1	0	1
30	301	301	301	2	0	1	0	0
31	311	0	0	2	0	0	0	1
32	312	0	0	2	0	0	0	1
33	372	0	0	2	0	0	0	1
34	373	0	0	2	0	0	0	1
35	391	391	391	2	0	1	0	0
36	406	0	0	2	0	0	0	1
37	583	0	0	2	0	0	1	0
38	584	0	0	2	0	0	1	0
39	585	0	0	2	0	0	1	0
40	610	610	610	2	0	1	1	0
41	611	0	0	2	0	0	1	0
42	612	0	0	2	0	0	1	0
43	613	0	0	2	0	0	1	0
44	626	626	626	2	0	1	0	0
45	628	628	628	2	0	1	0	0
46	643	0	0	2	0	0	1	0
47	644	0	0	2	0	0	1	0
48	645	0	0	2	0	0	1	0
49	735	0	0	2	0	0	0	1
50	736	0	0	2	0	0	0	1
51	737	737	737	2	0	1	1	1
52	751	751	751	2	0	1	0	0
53	762	0	0	3	0	0	0	1
54	766	0	0	2	0	0	0	1
55	948	0	0	2	1	0	0	0
56	984	984	984	2	0	1	0	0
57	1010	0	0	2	0	0	0	1
58	1013	0	0	2	0	0	0	1
59	1030	0	0	2	0	0	0	1
60	1031	0	0	2	0	0	0	1
61	1032	0	0	2	0	0	0	1
62	1049	1049	1049	3	0	0	0	1
63	1054	0	0	2	0	0	0	1
64	1077	1077	1077	2	0	1	0	1
65	1093	0	0	2	0	0	0	1
66	1123	0	0	2	0	0	0	1
67	1184	1184	1184	2	0	1	0	0
68	1212	0	0	2	0	0	1	0
69	1213	0	0	2	0	0	1	0
70	1214	0	0	2	0	0	1	0
71	1215	1215	1215	2	0	0	0	1
72	1219	0	0	2	0	0	0	1
73	1221	0	0	2	0	0	0	1
74	1224	0	0	2	0	0	0	1
75	1262	1262	1262	2	0	1	0	0
76	1266	1266	1266	2	0	0	1	0
