0	0	0	0	0
1	131001	0	1	0
2	131002	0	2	0
3	131003	0	3	0
4	131004	0	4	0
5	131005	0	5	0
6	131006	0	6	0
7	131007	0	7	0
8	131008	0	8	0
9	131009	0	9	0
10	131010	0	10	0
11	131011	0	11	0
12	131012	0	12	0
13	131013	0	13	0
14	131014	0	14	0
15	131015	0	51	0
16	131016	0	52	0
17	131017	0	53	0
18	131018	0	54	0
19	131020	26	101	1
20	131022	0	104	0
21	131021	0	102	0
22	131023	0	105	0
23	131019	228	61	1
24	131024	0	106	0
25	131025	0	107	0
26	131026	0	108	0
27	131028	0	111	0
28	131029	243	112	1
29	131027	0	109	0
30	131030	0	114	0
31	0	0	0	0
32	0	0	0	0
33	0	0	0	0
34	0	0	0	0
35	0	0	0	0
36	0	0	0	0
37	0	0	0	0
38	0	0	0	0
39	0	0	0	0
40	0	0	0	0
41	0	0	0	0
42	0	0	0	0
43	0	0	0	0
44	0	0	0	0
45	0	0	0	0
46	0	0	0	0
47	0	0	0	0
48	0	0	0	0
49	0	0	0	0
50	0	0	0	0
51	0	0	0	0
52	0	0	0	0
53	0	0	0	0
54	0	0	0	0
55	0	0	0	0
56	0	0	0	0
57	0	0	0	0
58	0	0	0	0
59	0	0	0	0
60	0	0	0	0
61	0	0	0	0
62	0	0	0	0
63	0	0	0	0
64	0	0	0	0
65	0	0	0	0
66	0	0	0	0
67	0	0	0	0
68	0	0	0	0
69	0	0	0	0
70	0	0	0	0
71	0	0	0	0
72	0	0	0	0
73	0	0	0	0
74	0	0	0	0
75	0	0	0	0
76	0	0	0	0
77	0	0	0	0
78	0	0	0	0
79	0	0	0	0
80	0	0	0	0
81	0	0	0	0
82	0	0	0	0
83	0	0	0	0
84	0	0	0	0
85	0	0	0	0
86	0	0	0	0
87	0	0	0	0
88	0	0	0	0
89	0	0	0	0
90	0	0	0	0
91	0	0	0	0
92	0	0	0	0
93	0	0	0	0
94	0	0	0	0
95	0	0	0	0
96	0	0	0	0
97	0	0	0	0
98	0	0	0	0
99	0	0	0	0
100	0	0	0	0
101	131201	0	1	0
102	131202	0	2	0
103	131203	0	3	0
104	131204	0	4	0
105	131205	0	5	0
106	131206	0	6	0
107	131207	0	7	0
108	131208	0	8	0
109	131209	0	9	0
110	131210	0	10	0
111	131211	0	11	0
112	131212	0	12	0
113	131213	0	13	0
114	131214	0	14	0
115	131215	0	15	0
116	131216	0	51	0
117	131217	0	52	0
118	131218	0	53	0
