0	0	0	0	0	1	0
1	1	0	0	0	2	0
2	2007	0	0	0	4	0
3	2007	0	0	0	4	0
4	2007	0	0	0	4	0
5	8	0	0	0	6	0
6	5	0	0	0	2	0
7	5	0	0	0	2	0
8	0	0	0	0	1	0
9	0	0	0	0	1	0
10	9	2068	0	0	3	0
11	9	2068	0	0	3	0
12	0	0	0	0	1	0
13	0	0	0	0	1	0
14	0	0	0	0	1	0
15	0	0	0	0	1	0
16	0	0	0	0	1	0
17	0	0	0	0	1	0
18	35	0	0	0	2	0
19	35	0	0	0	2	0
20	35	0	0	0	2	0
21	43	24	0	0	2	0
22	43	24	0	0	2	0
23	12	0	0	0	2	0
24	12	0	0	0	2	0
25	12	0	0	0	2	0
26	2033	0	0	0	4	0
27	44	2068	0	0	3	0
28	44	2068	0	0	3	0
29	44	2068	0	0	3	0
30	44	2068	0	0	3	0
31	44	2068	0	0	3	0
32	45	2068	0	0	3	0
33	46	2068	0	0	3	0
34	0	0	0	0	1	0
35	0	0	0	0	1	0
36	0	0	0	0	1	0
37	0	0	0	0	1	0
38	0	0	0	0	1	0
39	0	0	0	0	1	0
40	0	0	0	0	1	0
41	0	0	0	0	1	0
42	42	0	0	0	2	0
43	0	0	0	0	1	0
44	0	0	0	0	1	0
45	0	0	0	0	1	0
46	0	0	0	0	1	0
47	0	0	0	0	1	0
48	0	0	0	0	1	0
49	0	0	0	0	1	0
50	0	0	0	0	1	0
51	0	0	0	0	1	0
52	18	2068	0	0	3	0
53	18	2068	0	0	3	0
54	18	2068	0	0	3	0
55	18	2068	0	0	3	0
56	18	2068	0	0	3	0
57	18	2068	0	0	3	0
58	18	2068	0	0	3	0
59	19	1560	0	0	3	0
60	20	1560	0	0	3	0
61	0	0	0	0	1	0
62	0	0	0	0	1	0
63	0	0	0	0	1	0
64	0	0	0	0	1	0
65	31	2004	0	0	3	0
66	0	0	0	0	1	0
67	2039	0	0	0	4	0
68	2039	0	0	0	4	0
69	2039	0	0	0	4	0
70	2039	0	0	0	4	0
71	34	0	0	0	2	0
72	34	0	0	0	2	0
73	34	0	0	0	2	0
74	36	0	0	0	5	0
75	0	0	0	0	1	0
76	0	0	0	0	1	0
77	0	0	0	0	1	0
78	32	0	0	0	2	0
79	33	0	0	0	2	0
80	32	0	0	0	2	0
81	33	0	0	0	2	0
82	0	0	0	0	1	0
83	0	0	0	0	1	0
84	0	0	0	0	1	0
85	0	0	0	0	1	0
86	0	0	0	0	1	0
87	0	0	0	0	1	0
88	0	0	0	0	1	0
89	0	0	0	0	1	0
90	0	0	0	0	1	0
91	0	0	0	0	1	0
92	0	0	0	0	1	0
93	0	0	0	0	1	0
94	0	0	0	0	1	0
95	0	0	0	0	1	0
96	0	0	0	0	1	0
97	0	0	0	0	1	0
98	0	0	0	0	1	0
99	0	0	0	0	1	0
100	0	0	0	0	1	0
101	0	0	0	0	1	0
102	0	0	0	0	1	0
103	0	0	0	0	1	0
104	0	0	0	0	1	0
105	0	0	0	0	1	0
106	32	0	0	0	2	0
107	33	0	0	0	2	0
108	32	0	0	0	2	0
109	33	0	0	0	2	0
110	0	0	0	0	1	0
111	8	0	0	0	2	0
112	0	0	0	0	1	0
113	0	0	0	0	1	0
114	0	0	0	0	1	0
115	0	0	0	0	1	0
116	0	0	0	0	1	0
117	0	0	0	0	1	0
118	0	0	0	0	1	0
119	0	0	0	0	1	0
120	0	0	0	0	1	0
121	0	0	0	0	1	0
122	0	0	0	0	1	0
123	0	0	0	0	1	0
124	0	0	0	0	1	0
125	60	0	0	0	2	0
126	60	0	0	0	2	0
127	60	0	0	0	2	0
128	60	0	0	0	2	0
129	60	0	0	0	2	0
130	60	0	0	0	2	0
131	60	0	0	0	2	0
132	60	0	0	0	2	0
133	60	4303380	0	0	5	0
134	32	0	0	0	2	0
135	33	0	0	0	2	0
136	32	0	0	0	2	0
137	33	0	0	0	2	0
138	2005	0	0	0	4	0
139	2005	0	0	0	4	0
140	2005	0	0	0	4	0
141	2005	0	0	0	4	0
142	0	0	0	0	1	0
143	0	0	0	0	1	0
144	0	0	0	0	1	0
145	0	0	0	0	1	0
146	29	2004	0	0	3	0
147	29	2004	0	0	3	0
148	29	2004	0	0	3	0
149	54	0	0	0	2	0
150	30	0	0	0	2	0
151	0	0	0	0	1	0
152	60	4303380	0	0	5	0
153	0	0	0	0	1	0
154	0	0	0	0	1	0
155	0	0	0	0	1	0
156	0	0	0	0	1	0
157	49	2154	0	0	3	0
158	0	0	0	0	1	0
159	0	0	0	0	1	0
160	0	0	0	0	1	0
161	0	0	0	0	1	0
162	37	0	0	0	2	0
163	0	0	0	0	1	0
164	0	0	0	0	1	0
165	0	0	0	0	1	0
166	0	0	0	0	1	0
167	36	0	0	0	2	0
168	0	0	0	0	1	0
169	0	0	0	0	1	0
170	0	0	0	0	1	0
171	0	0	0	0	1	0
172	0	0	0	0	1	0
173	0	0	0	0	1	0
174	0	0	0	0	1	0
175	0	0	0	0	1	0
176	0	0	0	0	1	0
177	0	0	0	0	1	0
178	0	0	0	0	1	0
179	40	4098808	2049	0	5	0
180	41	4099279	2050	0	5	0
181	0	0	0	0	6	0
182	0	0	0	0	1	0
183	59	0	0	0	2	0
184	59	0	0	0	2	0
185	59	0	0	0	2	0
186	0	0	0	0	1	0
187	59	0	0	0	2	0
188	59	0	0	0	2	0
189	59	0	0	0	2	0
190	59	0	0	0	2	0
191	2076	0	0	0	7	0
192	0	0	0	0	1	0
193	0	0	0	0	1	0
194	0	0	0	0	1	0
195	0	0	0	0	1	0
196	0	0	0	0	8	0
197	0	0	0	0	8	0
198	0	0	0	0	8	0
199	0	0	0	0	8	0
200	0	0	0	0	8	0
201	0	0	0	0	8	0
202	0	0	0	0	1	0
203	30	4233736	0	0	5	0
204	30	4233765	0	0	5	0
205	40	4246650	2049	0	5	0
206	40	4246652	2049	0	5	0
207	0	0	0	0	1	0
208	0	0	0	0	1	0
209	0	0	0	0	1	0
210	48	4246646	0	0	5	0
211	48	4246649	0	0	5	0
212	48	4246651	0	0	5	0
213	48	4246653	0	0	5	0
214	48	4246655	0	0	5	0
215	48	4246657	0	0	5	0
216	0	0	0	0	1	0
217	0	0	0	0	1	0
218	0	0	0	0	1	0
219	0	0	0	0	1	0
220	0	0	0	0	1	0
221	0	0	0	0	1	0
222	0	0	0	0	1	0
223	0	0	0	0	1	0
224	0	0	0	0	1	0
225	0	0	0	0	1	0
226	53	0	0	0	2	0
227	53	0	0	0	2	0
228	52	0	0	0	2	0
229	52	0	0	0	2	0
230	0	0	0	0	1	0
231	0	0	0	0	1	0
232	0	0	0	0	1	0
233	0	0	0	0	1	0
234	0	0	0	0	1	0
235	0	0	0	0	1	0
236	0	0	0	0	1	0
237	0	0	0	0	1	0
238	0	0	0	0	1	0
239	49	2154	0	0	3	0
240	50	4248300	0	0	5	0
241	0	0	0	0	1	0
242	49	2154	0	0	3	0
243	0	0	0	0	1	0
244	0	0	0	0	1	0
245	0	0	0	0	1	0
246	47	0	0	0	2	0
247	0	0	0	0	1	0
248	58	0	0	0	2	0
249	0	0	0	0	1	0
250	56	0	0	0	2	0
251	57	0	0	0	2	0
252	56	0	0	0	2	0
253	57	0	0	0	2	0
254	56	0	0	0	2	0
255	57	0	0	0	2	0
256	56	0	0	0	2	0
257	57	0	0	0	2	0
258	0	0	0	0	1	0
259	49	2154	0	0	3	0
260	0	0	0	0	1	0
261	0	0	0	0	1	0
262	36	4305648	0	0	5	0
263	36	4305699	0	0	5	0
264	36	4305700	0	0	5	0
265	36	4301605	0	0	5	0
266	0	0	0	0	1	0
267	0	0	0	0	1	0
268	57	4329962	0	0	5	0
269	57	4329958	0	0	5	0
270	30	4329970	0	0	5	0
271	30	4329968	0	0	5	0
272	55	0	0	0	2	0
273	8	4330622	15	0	2	0
274	8	4330638	0	0	2	0
275	8	4330640	15	0	2	0
276	8	4651253	15	0	2	0
