0	0	0	0
1	60453	1230	1
2	60430	1231	1
3	60412	1232	1
4	60434	1233	1
5	60551	1234	1
6	60425	1235	1
7	60426	1236	1
8	60427	1237	1
9	60460	1238	1
10	60560	1239	1
11	60559	1240	1
12	60759	1241	1
13	60760	1242	1
14	60414	1243	1
15	60456	1244	1
16	60339	1245	1
17	60352	1246	1
18	60448	1247	1
19	60436	1248	1
20	60314	1249	1
21	60446	1250	1
22	60447	1251	1
23	60441	1252	0
24	60449	1253	0
25	60555	1254	0
26	60450	1255	0
27	60554	1256	0
28	60451	1257	0
29	60342	1258	1
30	60347	1259	1
31	60331	1260	1
32	60322	1261	1
33	60320	1262	1
34	60319	1263	1
35	60344	1264	1
36	60330	1265	1
37	60321	1266	1
38	60337	1267	1
39	60334	1268	1
40	60345	1269	1
41	60326	1270	1
42	60348	1271	1
43	60351	1272	1
44	60335	1273	1
45	60346	1274	1
46	60318	1275	1
47	60333	1276	1
48	60567	1277	1
49	60568	1278	1
50	60569	1279	1
51	60311	1293	1
52	60768	1280	1
53	60570	1281	1
54	60459	1282	1
55	60428	1283	1
56	60572	1284	1
57	60573	1285	1
58	60574	1286	1
59	60571	1287	1
60	60581	1288	1
61	60362	1289	1
62	60582	1290	1
63	60363	1291	1
64	60364	1292	1
65	0	0	0
66	0	0	0
67	0	0	0
68	0	0	0
69	0	0	0
70	0	0	0
