0	0	-1	1	1
1	120001	6	1	1
2	120002	7	1	1
3	120021	8	1	1
4	120022	-1	1	1
5	120023	9	1	1
6	120031	6	1	1
7	120032	7	1	1
8	120033	10	1	1
9	120034	11	1	1
10	120035	12	1	1
11	120041	13	1	1
12	120042	-1	1	1
13	120043	14	1	1
14	120201	5	1	1
15	120202	5	1	1
16	120203	5	1	1
17	120204	5	1	1
18	120207	5	1	1
19	120208	5	1	1
20	120209	5	1	1
21	120210	5	1	1
22	120701	5	1	1
23	120705	5	1	1
24	120706	5	1	1
25	120708	5	1	1
26	120720	5	1	1
27	120715	5	1	1
28	120711	5	1	1
29	120211	5	1	1
30	120254	5	1	1
31	120255	5	1	1
32	120205	5	1	1
33	120081	15	1	1
34	120082	16	1	1
35	120083	17	1	1
36	120702	5	1	1
37	120081	18	1	1
38	120082	19	1	1
39	120083	20	1	1
40	120256	5	1	1
41	120257	5	1	1
42	120703	5	1	1
43	120709	5	1	1
44	120704	5	1	1
45	120710	5	1	1
46	120712	5	1	1
47	120713	5	1	1
48	120714	5	1	1
49	120716	5	1	1
50	120717	5	1	1
51	120718	5	1	1
52	120719	5	1	1
53	120721	5	1	1
54	120722	5	1	1
55	120723	5	1	1
56	120724	5	1	1
57	120725	5	1	1
58	120726	5	1	1
59	120728	5	1	1
60	120729	5	1	1
61	120730	5	1	1
62	120731	5	1	1
63	120258	5	1	1
64	120259	5	1	1
65	120260	5	1	1
66	120261	5	1	1
67	120262	5	1	1
68	120213	5	1	1
69	120214	5	1	1
70	120215	5	1	1
71	120216	5	1	1
72	120055	7	1	1
73	120309	5	1	1
74	120300	5	1	1
75	120307	5	1	1
76	120320	5	1	1
77	120348	5	1	1
78	120326	5	1	1
79	120302	5	1	1
80	120322	5	1	1
81	120313	5	1	1
82	120330	5	1	1
83	120329	5	1	1
84	120327	5	1	1
85	120324	5	1	1
86	120311	5	1	1
87	120305	5	1	1
88	120304	5	1	1
89	120309	5	1	1
90	120206	5	1	1
91	120217	5	1	1
92	120218	5	1	1
93	120263	5	1	1
94	120264	5	1	1
95	120265	5	1	1
96	120266	5	1	1
97	120267	5	1	1
98	120315	5	1	1
99	120316	5	1	1
100	121021	6	1	1
101	121022	7	1	1
102	120024	8	1	1
103	0	-1	1	1
104	121031	31	1	1
105	121032	32	1	1
106	121033	33	1	1
107	120101	8	1	1
108	120102	-1	1	1
109	120103	-1	1	1
110	120068	5	1	1
111	120351	5	1	1
112	120352	5	1	1
113	120349	5	1	1
114	120314	5	1	1
115	120354	5	1	1
116	120355	5	1	1
117	120339	-1	1	1
118	120336	5	1	1
119	120103	-1	1	1
120	120102	-1	1	1
121	121001	6	1	1
122	121002	7	1	1
123	121011	15	1	1
124	121012	16	1	1
125	121013	17	1	1
126	120081	35	1	1
127	121061	6	1	1
128	121062	7	1	1
129	121071	18	1	1
130	121072	34	1	1
131	121073	17	1	1
132	121041	6	1	1
133	121042	7	1	1
134	121051	15	1	1
135	121052	16	1	1
136	121053	17	1	1
137	120219	5	1	1
138	120220	5	1	1
139	120306	5	1	1
140	120353	5	1	1
141	120308	5	1	1
142	120350	5	1	1
143	120317	5	1	1
144	120323	5	1	1
145	120357	5	1	1
146	120356	5	1	1
147	120344	5	1	1
148	120346	-1	1	1
149	120092	0	1	1
150	120105	48	1	1
151	120093	7	1	1
152	120069	5	1	1
153	120070	5	1	1
154	120230	5	1	1
155	120094	6	1	1
156	120081	36	1	1
157	121051	18	1	1
158	121052	19	1	1
159	120251	5	1	1
160	120252	5	1	1
161	120253	5	1	1
162	120601	5	1	1
163	120602	5	1	1
164	120603	5	1	1
165	120604	5	1	1
166	120605	5	1	1
167	120611	0	1	1
168	120612	0	1	1
169	120613	0	1	1
170	120614	0	1	1
171	120615	0	1	1
172	120221	5	1	1
173	0	-1	1	1
174	120223	5	1	1
175	0	-1	1	1
176	0	-1	1	1
177	0	-1	1	1
178	0	-1	1	1
179	120228	5	1	1
180	0	-1	1	1
181	120303	5	1	1
182	120359	5	1	1
183	120360	5	1	1
184	120310	5	1	1
185	120318	5	1	1
186	120325	5	1	1
187	120358	5	1	1
188	120333	5	1	1
189	120334	5	1	1
190	120337	5	1	1
191	0	-1	1	1
192	0	-1	1	1
193	0	-1	1	1
194	0	-1	1	1
195	0	-1	1	1
196	120340	-1	1	1
197	120011	37	1	1
198	120012	7	1	1
199	0	-1	1	1
200	120095	6	1	1
201	120096	7	1	1
202	121081	37	1	1
203	121082	7	1	1
204	0	-1	1	1
205	0	-1	1	1
206	0	-1	1	1
207	120900	38	1	1
208	120901	5	1	1
209	120902	5	1	1
210	120903	22	1	1
211	120235	5	1	1
212	120904	5	1	1
213	120098	7	1	1
214	120231	5	1	1
215	120111	39	3	1
216	120224	5	1	1
217	120225	5	1	1
218	120226	5	1	1
219	120227	5	1	1
220	120332	5	1	1
221	120321	5	1	1
222	120361	5	1	1
223	120362	5	1	1
224	120328	5	1	1
225	120342	5	1	1
226	120345	5	1	1
227	0	-1	1	1
228	120732	40	2	1
229	120104	-1	1	1
230	120121	41	1	1
231	120122	44	13	1
232	120123	45	13	1
233	120124	46	13	1
234	120125	47	1	1
235	120071	5	1	1
236	120122	47	13	1
237	120123	47	13	1
238	120124	47	13	1
239	120121	42	1	1
240	120121	43	1	1
241	121201	35	1	1
242	121202	16	1	1
243	121203	17	1	1
244	120905	5	1	1
245	120906	22	1	1
246	120232	5	1	1
247	120233	5	1	1
248	120234	5	1	1
249	120236	5	1	1
250	120237	5	1	1
251	120301	5	1	1
252	120312	5	1	1
253	120319	5	1	1
254	120331	5	1	1
255	120363	5	1	1
256	120364	5	1	1
257	120338	5	1	1
258	120707	5	1	1
259	120727	5	1	1
260	121101	49	1	1
261	121102	50	1	1
262	121103	-1	1	1
263	120907	5	1	1
264	120365	5	1	1
265	120366	5	1	1
266	120367	5	1	1
267	120368	5	1	1
268	120369	5	1	1
269	120370	5	1	1
270	120371	5	1	1
271	120372	5	1	1
272	120238	5	1	1
273	120373	5	1	1
274	120908	5	1	1
275	120910	38	1	1
276	120518	30	4	1
277	127040	-1	5	1
278	120909	38	1	1
279	121561	58	1	1
280	121562	60	1	1
281	121563	59	1	1
282	121571	16	1	1
283	120116	57	6	1
284	121571	52	1	1
285	121671	61	1	1
286	121672	61	1	1
287	121673	61	1	1
288	121674	61	1	1
289	121681	56	1	1
290	121682	56	1	1
291	121683	56	1	1
292	121684	56	1	1
293	120130	5	1	1
294	120131	7	1	1
295	120132	7	1	1
296	120133	7	1	1
297	120134	7	1	1
298	120135	7	1	1
299	120136	7	1	1
300	120137	7	1	1
301	120140	5	1	1
302	120142	7	1	1
303	120117	0	6	1
304	120374	5	1	1
305	120375	5	1	1
306	120376	5	1	1
307	120377	5	1	1
308	120378	5	1	1
309	120379	5	1	1
310	120380	5	1	1
311	120381	5	1	1
312	120382	5	1	1
313	120383	5	1	1
314	120384	5	1	1
315	120385	5	1	1
316	120386	5	1	1
317	120387	5	1	1
318	120388	5	1	1
319	120389	5	1	1
320	120390	5	1	1
321	120391	5	1	1
322	120239	5	1	1
323	120240	5	1	1
324	120241	5	1	1
325	120242	5	1	1
326	120243	5	1	1
327	120244	5	1	1
328	120280	5	1	1
329	120281	5	1	1
330	120282	5	1	1
331	120283	5	1	1
332	120284	5	1	1
333	120285	5	1	1
334	120245	5	1	1
335	120268	5	1	1
336	120733	5	1	1
337	120734	5	1	1
338	120735	5	1	1
339	0	-1	1	1
340	0	-1	1	1
341	0	-1	1	1
342	120001	62	1	1
343	120002	63	1	1
344	0	-1	1	1
345	0	-1	1	1
346	0	-1	1	1
347	0	-1	1	1
348	0	-1	1	1
349	0	-1	1	1
350	0	-1	1	1
