0	100	100	100	0	0	0	0	0	0	0
1	100	100	100	1819	0	0	0	0	0	0
2	100	100	100	1820	0	0	0	0	0	0
3	100	100	100	1821	0	0	0	0	0	0
4	100	100	100	1822	0	0	0	0	0	0
5	100	100	100	1823	0	0	0	0	0	0
6	100	100	100	1824	0	0	0	0	0	0
7	100	100	100	1825	0	0	0	0	0	0
8	100	100	100	1827	0	0	0	0	0	0
9	100	100	100	1833	0	0	0	0	0	0
10	100	100	100	1836	0	0	0	0	0	0
11	100	100	100	1838	0	0	0	0	0	0
12	100	100	100	1845	0	0	0	0	0	0
13	100	100	100	1847	0	0	0	0	0	0
14	100	100	100	1850	0	0	0	0	0	0
15	100	100	100	1855	0	0	0	0	0	0
16	100	100	100	1862	0	0	0	0	0	0
17	100	100	100	1867	0	0	0	0	0	0
18	100	100	100	1872	0	0	0	0	0	0
19	100	100	100	1889	0	0	0	0	0	0
20	100	100	100	1891	0	0	0	0	0	0
21	100	100	100	1892	0	0	0	0	0	0
22	100	100	100	1893	0	0	0	0	0	0
23	100	100	100	1894	0	0	0	0	0	0
24	100	100	100	1895	0	0	0	0	0	0
25	100	100	100	1897	0	0	0	0	0	0
26	100	100	100	1899	0	0	0	0	0	0
27	100	100	100	1905	0	0	0	0	0	0
28	100	100	100	1908	0	0	0	0	0	0
29	100	100	100	1915	0	0	0	0	0	0
30	100	100	100	1917	0	0	0	0	0	0
31	100	100	100	1920	0	0	0	0	0	0
32	100	100	100	1925	0	0	0	0	0	0
33	100	100	100	1932	0	0	0	0	0	0
34	100	100	100	1937	0	0	0	0	0	0
35	100	100	100	1942	0	0	0	0	0	0
36	100	100	100	1958	0	0	0	0	0	0
37	100	100	100	1959	0	0	0	0	0	0
38	100	100	100	1960	0	0	0	0	0	0
39	100	100	100	1961	0	0	0	0	0	0
40	100	100	100	1963	0	0	0	0	0	0
41	100	100	100	1965	0	0	0	0	0	0
42	100	100	100	1967	0	0	0	0	0	0
43	100	100	100	1969	0	0	0	0	0	0
44	100	100	100	1971	0	0	0	0	0	0
45	100	100	100	1976	0	0	0	0	0	0
46	100	100	100	1978	0	0	0	0	0	0
47	100	100	100	1974	0	0	0	0	0	0
48	100	100	100	1985	0	0	0	0	0	0
49	100	100	100	1981	0	0	0	0	0	0
50	100	100	100	1983	0	0	0	0	0	0
51	100	100	100	1987	0	0	0	0	0	0
52	100	100	100	1995	0	0	0	0	0	0
53	100	100	100	1996	0	0	0	0	0	0
54	100	100	100	1997	0	0	0	0	0	0
55	100	100	100	1998	0	0	0	0	0	0
56	100	100	100	2000	0	0	0	0	0	0
57	100	100	100	2002	0	0	0	0	0	0
58	100	100	100	2004	0	0	0	0	0	0
59	100	100	100	2010	0	0	0	0	0	0
60	100	100	100	2011	0	0	0	0	0	0
61	100	100	100	2015	0	0	0	0	0	0
62	100	100	100	2021	0	0	0	0	0	0
63	100	100	100	2023	0	0	0	0	0	0
64	100	100	100	2026	0	0	0	0	0	0
65	100	100	100	2030	0	0	0	0	0	0
66	100	100	100	2039	0	0	0	0	0	0
67	100	100	100	2044	0	0	0	0	0	0
68	100	100	100	1749	0	0	0	0	0	0
69	100	100	100	1750	0	0	0	0	0	0
70	100	100	100	1751	0	0	0	0	0	0
71	100	100	100	1752	0	0	0	0	0	0
72	100	100	100	1753	0	0	0	0	0	0
73	100	100	100	1754	0	0	0	0	0	0
74	100	100	100	1756	0	0	0	0	0	0
75	100	100	100	1758	0	0	0	0	0	0
76	100	100	100	1764	0	0	0	0	0	0
77	100	100	100	1766	0	0	0	0	0	0
78	100	100	100	1769	0	0	0	0	0	0
79	100	100	100	1776	0	0	0	0	0	0
80	100	100	100	1778	0	0	0	0	0	0
81	100	100	100	1781	0	0	0	0	0	0
82	100	100	100	1786	0	0	0	0	0	0
83	100	100	100	1796	0	0	0	0	0	0
84	100	100	100	1801	0	0	0	0	0	0
85	100	100	100	1803	0	0	0	0	0	0
86	100	100	100	2142	0	0	0	0	0	0
87	100	100	100	2143	0	0	0	0	0	0
88	100	100	100	2144	0	0	0	0	0	0
89	100	100	100	2145	0	0	0	0	0	0
90	100	100	100	2146	0	0	0	0	0	0
91	100	100	100	2147	0	0	0	0	0	0
92	100	100	100	2149	0	0	0	0	0	0
93	100	100	100	2151	0	0	0	0	0	0
94	100	100	100	2156	0	0	0	0	0	0
95	100	100	100	2160	0	0	0	0	0	0
96	100	100	100	2166	0	0	0	0	0	0
97	100	100	100	2169	0	0	0	0	0	0
98	100	100	100	2174	0	0	0	0	0	0
99	100	100	100	2185	0	0	0	0	0	0
100	100	100	100	2189	0	0	0	0	0	0
