1	60	60	30	30	60	0	30	30	30	30	60	0	0.3	0.3	0	0	0	0
2	60	60	30	30	60	0	0	0	0	0	0	0	0.3	0.8	0	2	2	0
3	60	60	30	0	60	0	30	30	0	0	60	0	0	0.3	0	0	2	1
4	60	60	30	0	60	0	60	30	0	0	60	0	0.4	0.6	0	0	1	3
5	60	60	30	0	60	0	30	30	0	0	60	0	0	0.3	0	0	1	3
6	60	60	30	0	60	0	30	30	0	0	60	0	0	0.3	0	0	1	3
7	60	60	30	0	60	0	0	0	0	0	0	0	0	0.1	0	2	2	0
8	60	60	30	0	60	0	0	0	0	0	0	0	0	0	0	2	2	1
9	60	60	30	0	60	0	0	0	0	0	0	0	0.1	0.3	0	2	2	1
10	60	60	30	0	60	0	0	0	0	0	0	0	0.3	0.3	0	2	2	0
11	60	60	30	30	60	0	30	30	30	30	60	0	0.3	0.3	0	0	0	0
12	60	60	30	0	60	0	0	0	0	0	0	0	0.3	0.3	0	2	2	0
13	60	60	30	0	60	0	0	0	0	0	0	0	0.3	0.3	0	2	2	0
14	60	60	30	0	60	0	0	0	0	0	0	0	0	0.3	0	2	2	0
15	60	60	30	0	60	0	30	30	0	0	60	0	0.1	0.3	0	1	1	3
