131072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131073	1	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	2	0	1
131074	1	0	0	0	2000265	2000267	0	0	2	0	11	0	1	2	0	0	0	0	0
131075	1	0	0	0	2000268	2000270	0	0	3	0	12	0	1	2	0	0	2	0	0
131076	1	2	0	0	0	0	0	0	4	1	13	0	0	0	0	0	2	0	0
131077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131080	10	11	12	13	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131081	14	15	16	17	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131082	18	0	0	0	2000271	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131083	19	0	0	0	2000273	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131084	20	21	22	23	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131085	24	25	26	27	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131086	28	0	0	0	2000281	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131087	29	30	31	32	2000283	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131088	33	34	35	36	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131089	37	38	39	40	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131090	41	0	0	0	2000289	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131091	42	43	44	45	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131092	46	47	48	49	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131093	50	0	0	0	2000296	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131094	51	0	0	0	2000298	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131095	52	53	54	55	0	0	0	0	4	0	13	0	0	0	0	0	4	0	1
131096	56	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131097	60	0	0	0	2000307	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131098	61	0	0	0	2000309	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131099	62	63	64	65	2000271	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131100	66	67	68	69	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131101	70	0	0	0	2000313	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131102	71	0	0	0	2000315	0	0	0	3	0	12	0	36	0	0	0	9	0	0
131103	75	76	77	78	2000317	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131104	79	80	81	82	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131105	83	0	0	0	2000466	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131106	84	85	86	87	2000467	0	0	0	3	0	12	0	32	0	0	0	8	0	1
131107	88	89	90	91	2000468	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131108	92	93	94	95	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131109	96	0	0	0	2000913	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131110	97	98	99	100	2000914	0	0	0	3	0	12	0	32	0	0	0	8	0	1
131111	101	102	103	104	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131112	105	106	107	108	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131113	109	0	0	0	2000919	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131114	110	111	112	113	2000920	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131115	114	115	116	117	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131116	118	119	120	121	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131117	122	0	0	0	2000925	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131118	123	124	125	126	2000926	0	0	0	3	0	12	0	32	0	0	0	8	0	1
131119	127	128	129	130	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131120	131	132	133	134	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131121	135	136	137	138	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131122	139	0	0	0	2000473	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131123	140	0	0	0	2000474	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131124	141	142	143	144	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131125	145	146	147	148	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131126	149	0	0	0	2000479	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131127	150	151	152	153	2000480	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131128	154	155	156	157	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131129	158	159	160	161	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131130	162	0	0	0	2000485	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131131	163	164	165	166	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131132	167	168	169	170	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131133	171	0	0	0	2000490	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131134	172	0	0	0	2000491	0	0	0	2	0	11	0	35	0	0	0	0	0	0
131135	173	174	175	176	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131136	177	178	179	180	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131137	181	0	0	0	2000496	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131138	182	0	0	0	2000497	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131139	183	184	185	186	2000498	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131140	187	188	189	190	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131141	191	0	0	0	2000501	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131142	192	193	194	195	2000502	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131143	196	197	198	199	2000503	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131144	200	201	202	203	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131145	204	0	0	0	2000506	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131146	205	206	207	208	2000507	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131147	209	210	211	212	2000508	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131148	213	214	215	216	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131149	217	0	0	0	2000895	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131150	218	219	220	221	2000896	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131151	222	223	224	225	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131152	226	227	228	229	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131153	230	0	0	0	2000901	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131154	231	232	233	234	2000902	0	0	0	3	0	12	0	32	0	0	0	8	0	0
131155	235	236	237	238	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131156	239	240	241	242	0	0	0	0	1	0	10	0	0	0	0	0	8	0	0
131157	243	0	0	0	2000907	0	0	0	2	0	11	0	40	0	0	0	0	0	0
131158	244	245	246	247	2000908	0	0	0	3	0	12	0	32	0	0	0	8	0	1
131159	248	249	250	251	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131160	252	253	254	255	0	0	0	0	1	0	10	0	0	0	0	0	8	0	1
131161	257	0	0	0	2001847	0	0	0	2	0	11	0	40	0	0	0	0	0	1
131162	258	259	260	261	0	0	0	0	4	0	13	0	0	0	0	0	4	0	0
131163	256	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	12	0	1
131164	257	0	0	0	2001847	0	0	0	2	0	11	0	50	0	0	0	0	0	1
