0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
1	847	32	80	0	0	0	0	0	0	0	40	100	0	0	0	0	0	0	0	0	3
2	847	32	170	0	0	0	0	0	0	0	40	220	0	0	0	0	0	0	0	0	3
3	847	28	330	0	0	0	0	0	0	0	35	420	0	0	0	0	0	0	0	0	3
4	847	24	520	0	0	0	0	0	0	0	30	650	0	0	0	0	0	0	0	0	3
5	847	28	360	0	0	0	0	0	0	0	35	450	0	0	0	0	0	0	0	0	3
6	848	28	60	0	0	0	0	0	0	0	35	80	0	0	0	0	0	0	0	0	3
7	848	28	120	0	0	0	0	0	0	0	35	160	0	0	0	0	0	0	0	0	3
8	848	24	270	0	0	0	0	0	0	0	30	340	0	0	0	0	0	0	0	0	3
9	848	20	420	0	0	0	0	0	0	0	25	530	0	0	0	0	0	0	0	0	3
10	848	24	290	0	0	0	0	0	0	0	30	370	0	0	0	0	0	0	0	0	3
11	849	28	360	0	24	290	0	0	0	0	35	450	0	30	370	0	0	0	0	0	3
12	849	24	560	0	20	460	0	0	0	0	30	700	0	25	580	0	0	0	0	0	3
13	849	28	330	0	24	270	0	0	0	0	35	420	0	30	340	0	0	0	0	0	3
14	1055	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	3
15	842	15	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1
16	842	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
17	842	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1
18	842	17	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1
19	842	18	275	0	0	0	0	0	0	0	18	275	0	0	0	0	0	0	0	0	1
20	842	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
21	841	314	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	20	1
22	841	315	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	35	1
23	841	316	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	50	1
24	841	317	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	65	1
25	841	318	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	20	1
26	841	318	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	35	1
27	841	318	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	50	1
28	841	319	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	65	1
29	841	320	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	20	1
30	841	320	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	35	1
31	841	320	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	50	1
32	841	321	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	65	1
33	841	322	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	20	1
34	841	322	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	35	1
35	841	322	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	50	1
36	841	323	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	65	1
37	841	324	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	20	1
38	841	324	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	35	1
39	841	324	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	50	1
40	841	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	10	1
41	1053	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
42	1053	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
43	1053	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
44	1053	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
45	843	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
46	843	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
47	843	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
48	843	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
49	850	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
50	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
51	1767	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	7
52	843	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
53	844	48	1	1800	0	0	0	0	0	0	48	1	1800	0	0	0	0	0	0	0	3
54	845	48	1	1800	0	0	0	0	0	0	48	1	1800	0	0	0	0	0	0	0	3
55	844	48	68	1800	0	0	0	0	0	0	48	68	1800	0	0	0	0	0	0	0	3
56	844	48	173	1800	0	0	0	0	0	0	48	173	1800	0	0	0	0	0	0	0	3
57	845	48	77	1800	0	0	0	0	0	0	48	77	1800	0	0	0	0	0	0	0	3
58	844	48	146	1800	0	0	0	0	0	0	48	146	1800	0	0	0	0	0	0	0	3
59	844	48	114	1800	0	0	0	0	0	0	48	114	1800	0	0	0	0	0	0	0	3
60	845	48	49	1800	0	0	0	0	0	0	48	49	1800	0	0	0	0	0	0	0	3
61	845	48	48	1800	0	0	0	0	0	0	48	48	1800	0	0	0	0	0	0	0	3
62	845	48	61	1800	0	0	0	0	0	0	48	61	1800	0	0	0	0	0	0	0	3
63	844	48	133	1800	0	0	0	0	0	0	48	133	1800	0	0	0	0	0	0	0	3
64	844	48	134	1800	0	0	0	0	0	0	48	134	1800	0	0	0	0	0	0	0	3
65	844	48	54	1800	0	0	0	0	0	0	48	54	1800	0	0	0	0	0	0	0	3
66	844	48	135	1800	0	0	0	0	0	0	48	135	1800	0	0	0	0	0	0	0	3
67	844	48	136	1800	0	0	0	0	0	0	48	136	1800	0	0	0	0	0	0	0	3
68	845	48	125	1800	0	0	0	0	0	0	48	125	1800	0	0	0	0	0	0	0	3
69	844	48	164	1800	0	0	0	0	0	0	48	164	1800	0	0	0	0	0	0	0	3
70	844	48	69	1800	0	0	0	0	0	0	48	69	1800	0	0	0	0	0	0	0	3
71	844	48	147	1800	0	0	0	0	0	0	48	147	1800	0	0	0	0	0	0	0	3
72	844	48	148	1800	0	0	0	0	0	0	48	148	1800	0	0	0	0	0	0	0	3
73	844	48	70	1800	0	0	0	0	0	0	48	70	1800	0	0	0	0	0	0	0	3
74	844	48	165	1800	0	0	0	0	0	0	48	165	1800	0	0	0	0	0	0	0	3
75	844	48	85	1800	0	0	0	0	0	0	48	85	1800	0	0	0	0	0	0	0	3
76	844	48	94	1800	0	0	0	0	0	0	48	94	1800	0	0	0	0	0	0	0	3
77	844	48	137	1800	0	0	0	0	0	0	48	137	1800	0	0	0	0	0	0	0	3
78	844	48	174	1800	0	0	0	0	0	0	48	174	1800	0	0	0	0	0	0	0	3
79	844	48	149	1800	0	0	0	0	0	0	48	149	1800	0	0	0	0	0	0	0	3
80	844	48	50	1800	0	0	0	0	0	0	48	50	1800	0	0	0	0	0	0	0	3
81	845	48	127	1800	0	0	0	0	0	0	48	127	1800	0	0	0	0	0	0	0	3
82	844	48	166	1800	0	0	0	0	0	0	48	166	1800	0	0	0	0	0	0	0	3
83	844	48	115	1800	0	0	0	0	0	0	48	115	1800	0	0	0	0	0	0	0	3
84	844	48	95	1800	0	0	0	0	0	0	48	95	1800	0	0	0	0	0	0	0	3
85	844	48	86	1800	0	0	0	0	0	0	48	86	1800	0	0	0	0	0	0	0	3
86	844	48	55	1800	0	0	0	0	0	0	48	55	1800	0	0	0	0	0	0	0	3
87	844	48	139	1800	0	0	0	0	0	0	48	139	1800	0	0	0	0	0	0	0	3
88	845	48	62	1800	0	0	0	0	0	0	48	62	1800	0	0	0	0	0	0	0	3
89	845	48	128	1800	0	0	0	0	0	0	48	128	1800	0	0	0	0	0	0	0	3
90	844	48	150	1800	0	0	0	0	0	0	48	150	1800	0	0	0	0	0	0	0	3
91	844	48	71	1800	0	0	0	0	0	0	48	71	1800	0	0	0	0	0	0	0	3
92	844	48	116	1800	0	0	0	0	0	0	48	116	1800	0	0	0	0	0	0	0	3
93	844	48	87	1800	0	0	0	0	0	0	48	87	1800	0	0	0	0	0	0	0	3
94	844	48	167	1800	0	0	0	0	0	0	48	167	1800	0	0	0	0	0	0	0	3
95	844	48	175	1800	0	0	0	0	0	0	48	175	1800	0	0	0	0	0	0	0	3
96	845	48	78	1800	0	0	0	0	0	0	48	78	1800	0	0	0	0	0	0	0	3
97	844	48	117	1800	0	0	0	0	0	0	48	117	1800	0	0	0	0	0	0	0	3
98	845	48	63	1800	0	0	0	0	0	0	48	63	1800	0	0	0	0	0	0	0	3
99	844	48	88	1800	0	0	0	0	0	0	48	88	1800	0	0	0	0	0	0	0	3
100	844	48	51	1800	0	0	0	0	0	0	48	51	1800	0	0	0	0	0	0	0	3
101	844	48	72	1800	0	0	0	0	0	0	48	72	1800	0	0	0	0	0	0	0	3
102	845	48	79	1800	0	0	0	0	0	0	48	79	1800	0	0	0	0	0	0	0	3
103	844	48	152	1800	0	0	0	0	0	0	48	152	1800	0	0	0	0	0	0	0	3
104	844	48	176	1800	0	0	0	0	0	0	48	176	1800	0	0	0	0	0	0	0	3
105	844	48	96	1800	0	0	0	0	0	0	48	96	1800	0	0	0	0	0	0	0	3
