0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4	3	5380	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	4	3	5380	0	0	0	0	0	0	7	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	4	3	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	4	3	5380	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	4	3	5380	0	0	0	0	0	0	8	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	4	3	0	0	0	0	0	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	4	3	5383	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	4	3	5383	0	0	0	0	0	0	10	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	4	3	0	0	0	0	0	0	0	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	4	3	5385	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	4	3	5385	0	0	0	0	0	0	11	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	4	3	0	0	0	0	0	0	0	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	4	3	5386	0	0	0	0	0	0	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	4	3	5386	0	0	0	0	0	0	12	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	4	3	0	0	0	0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	4	3	5388	0	0	0	0	0	0	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	4	3	5388	0	0	0	0	0	0	13	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	4	3	0	0	0	0	0	0	0	44	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	4	3	5390	0	0	0	0	0	0	12	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	4	3	5390	0	0	0	0	0	0	30	30	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	4	3	2224	0	0	0	0	0	0	48	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	4	3	5390	0	0	0	0	0	0	12	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	4	3	5390	0	0	0	0	0	0	32	32	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	4	3	2014	2237	0	0	0	0	0	52	52	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	4	3	5391	0	0	0	0	0	0	14	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	4	3	5391	0	0	0	0	0	0	34	34	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	4	3	2237	1840	1910	0	0	0	0	56	56	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28	4	3	5393	0	0	0	0	0	0	14	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	4	3	5393	0	0	0	0	0	0	36	36	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	4	3	5568	5565	0	0	0	0	0	60	60	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	2	5	5107	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	2	5	5107	0	0	0	0	0	0	7	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	2	5	0	0	0	0	0	0	0	24	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	2	5	5106	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	2	5	5106	0	0	0	0	0	0	8	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	2	5	0	0	0	0	0	0	0	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	2	5	5106	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2	5	5106	0	0	0	0	0	0	10	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	2	5	0	0	0	0	0	0	0	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	2	5	5111	0	0	0	0	0	0	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	2	5	5111	0	0	0	0	0	0	11	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	2	5	0	0	0	0	0	0	0	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	2	5	5111	0	0	0	0	0	0	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	2	5	5111	0	0	0	0	0	0	12	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	2	5	0	0	0	0	0	0	0	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	2	5	5528	0	0	0	0	0	0	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	2	5	5528	0	0	0	0	0	0	13	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
