131072	0	0	0	0	17	0	0	0
131073	0	0	6686	1	17	0	0	0
131074	0	0	6476	2	17	0	0	0
131075	0	0	6479	3	17	0	0	0
131076	0	720898	6475	4	17	0	2	1
131077	0	0	6481	5	17	0	0	0
131078	0	0	6482	6	17	0	0	0
131079	0	0	6483	7	17	0	0	0
131080	0	0	6484	8	17	0	0	0
131081	0	0	6485	9	17	0	0	0
131082	0	0	6486	10	17	0	0	0
131083	0	0	6487	11	17	0	0	0
131084	0	0	6502	12	17	0	20	1
131085	0	0	6488	13	17	0	0	0
131086	0	0	6489	14	17	0	0	0
131087	0	0	6477	15	17	0	0	0
131088	0	0	6478	16	17	0	0	0
131089	0	0	6480	17	17	0	0	0
131090	0	0	6490	18	17	0	0	0
131091	0	0	6491	19	17	0	0	0
131092	0	0	6687	20	17	0	0	0
131093	0	0	6492	21	17	0	0	0
131094	0	0	6600	22	17	0	1	1
131095	0	0	6494	23	17	0	0	0
131096	0	0	6495	24	17	0	0	0
131097	0	0	6496	25	17	0	0	0
131098	0	721037	6497	26	17	0	11	1
131099	0	0	6503	27	17	0	0	0
131100	0	721037	6498	28	17	0	12	1
131101	0	0	6499	29	17	0	13	1
131102	0	721037	6500	30	17	0	14	1
131103	0	0	6501	31	17	0	15	1
131104	0	0	6504	32	17	0	0	0
131105	0	0	6505	33	17	0	0	0
131106	0	721037	6506	34	17	0	0	0
131107	0	0	6507	35	17	0	0	0
131108	0	0	6508	36	17	0	0	0
131109	0	0	6509	37	17	0	0	0
131110	0	0	6510	38	17	0	0	0
131111	0	0	6511	39	17	0	0	0
131112	0	721037	6512	40	17	0	0	0
131113	0	720898	7115	41	17	0	24	1
131114	0	0	7116	42	17	0	0	0
131115	0	0	7117	43	17	0	0	0
131116	50	0	7118	44	17	4	30	0
131117	50	0	7119	45	17	4	30	0
131118	50	0	7120	46	17	4	30	0
131119	50	0	7121	47	17	4	30	0
131120	0	0	7122	48	17	0	0	0
131121	0	0	7123	49	17	0	0	0
131122	0	0	7124	50	17	0	0	0
131123	0	0	7125	51	17	0	0	0
131124	0	0	7126	52	17	0	0	0
131125	0	0	7127	53	17	0	0	0
131126	0	0	7128	54	17	0	23	0
131127	0	0	7129	55	17	0	23	0
131128	0	0	7130	56	17	0	23	0
131129	0	721097	7989	57	17	6	28	1
131130	0	0	7990	58	17	0	0	0
131131	0	0	7991	59	17	0	0	0
131132	0	0	7992	60	17	0	0	0
131133	0	0	7993	61	17	0	0	0
131134	0	0	7994	62	17	0	0	0
131135	0	0	7995	63	17	0	0	0
131136	0	0	7996	64	17	0	0	0
131137	0	0	7997	65	17	0	0	0
131138	0	0	7998	66	17	0	0	0
131139	0	0	7999	67	17	0	0	0
131140	0	0	8000	68	17	0	0	0
131141	0	0	8001	69	17	0	0	0
131142	0	0	8002	70	17	0	0	0
131143	0	0	8003	71	17	0	0	0
131144	0	0	8822	72	17	0	0	0
131145	0	0	8828	73	17	0	0	0
131146	0	852752	8823	74	17	0	37	2
131147	0	0	8816	75	17	0	0	0
131148	0	0	8817	76	17	0	0	0
131149	0	0	8818	77	17	0	0	0
131150	0	0	8819	78	17	0	0	0
131151	0	0	8820	79	17	0	0	0
131152	0	0	8821	80	17	0	0	0
131153	0	852753	8824	81	17	0	37	2
131154	0	852754	8825	82	17	0	37	2
131155	0	0	8826	83	17	0	0	0
131156	0	0	8827	84	17	0	0	0
131157	0	0	9739	85	17	0	0	0
131158	1	0	9740	86	17	4	30	0
131159	0	0	9741	87	17	0	0	0
131160	0	0	9742	88	17	0	0	0
131161	0	0	9743	89	17	0	0	0
131162	0	0	9744	90	17	0	0	0
131163	0	0	9745	91	17	0	0	0
131164	0	0	9746	92	17	0	0	0
131165	0	0	9747	93	17	0	0	0
131166	0	0	12113	94	17	0	0	0
131167	0	0	0	95	17	0	0	0
131168	0	0	0	96	17	0	0	0
131169	0	0	12114	97	17	0	0	0
131170	0	0	12115	98	17	0	0	0
131171	0	0	0	99	17	0	0	0
131172	0	0	0	100	17	0	0	0
131173	0	0	0	101	17	0	0	0
131174	0	0	0	102	17	0	0	0
131175	0	0	0	103	17	0	0	0
131176	0	0	0	104	17	0	0	0
131177	0	0	0	105	17	0	0	0
131178	0	0	9748	106	17	0	0	0
131179	0	0	9749	107	17	0	0	0
131180	0	0	8837	108	17	7	38	1
131181	0	0	0	109	17	0	0	0
131182	0	0	0	110	17	0	0	0
131183	0	0	0	111	17	0	0	0
131184	0	0	0	112	17	0	0	0
131185	0	0	12111	113	17	0	45	1
131186	0	0	12112	114	17	0	46	1
131187	0	0	0	115	17	0	0	0
131188	0	0	0	116	17	0	0	0
131189	0	0	12234	117	17	0	47	0
131190	0	0	12235	118	17	0	0	0
131191	0	0	0	119	17	0	0	0
131192	60	0	12670	120	17	4	30	0
131193	0	0	12671	121	17	0	47	0
131194	0	0	0	122	17	0	0	0
131195	0	0	0	123	17	0	0	0
