0	0	0	0	0	0	3
1	10	20	0	0	0	3
2	5	10	0	0	0	3
3	20	40	0	0	0	3
4	25	50	0	0	0	3
5	30	60	0	0	0	3
6	50	100	0	0	0	3
7	10	20	0	3	0	3
8	25	40	0	3	0	3
9	15	25	0	0	0	3
10	15	20	0	0	0	3
11	5	10	0	0	0	3
12	5	10	0	0	0	3
13	30	30	0	0	0	3
14	2	10	0	0	0	3
15	30	30	0	0	0	3
16	20	25	0	0	0	3
17	20	20	0	0	0	3
18	20	40	0	0	0	3
19	3	20	0	0	0	3
20	20	40	0	0	0	3
21	5	30	0	0	0	3
22	10	30	0	3	0	1
23	4	20	0	0	0	3
24	15	20	0	0	0	3
25	4	6	0	0	0	3
26	10	12	0	0	0	3
27	25	30	0	0	0	3
28	35	40	0	0	0	3
29	30	40	0	0	0	3
30	4	6	0	0	0	3
31	25	10	0	1	0	3
32	25	10	0	1	180	3
33	20	25	0	0	0	3
34	15	20	0	0	0	3
35	10	15	0	0	0	3
36	30	30	0	0	0	3
37	15	25	0	0	0	3
38	15	25	0	0	0	3
39	8	15	0	0	0	3
40	15	25	0	0	0	3
41	20	40	0	0	0	3
42	10	30	0	0	0	3
43	30	15	0	0	0	3
44	13	25	0	0	0	3
45	30	40	0	0	0	3
46	15	25	0	0	0	3
47	10	25	0	0	0	3
48	15	25	0	0	0	3
49	10	25	0	0	0	3
50	30	40	0	0	0	3
51	8	25	0	0	0	3
52	11	20	0	0	0	3
53	10	20	0	0	0	3
54	5	20	0	0	0	3
55	5	5	0	0	0	3
56	20	20	0	0	0	3
57	30	30	0	0	0	3
58	10	20	0	0	0	3
59	25	30	0	0	0	3
60	20	10	0	1	0	3
61	20	10	0	1	180	3
62	12	25	0	3	0	3
63	7	15	0	0	0	3
64	50	100	0	0	0	3
65	25	50	0	0	0	3
66	10	20	0	0	0	3
67	15	20	0	0	0	3
68	40	20	0	0	0	3
69	10	20	0	3	0	3
70	20	40	0	0	0	3
71	20	30	0	2	0	3
72	13	25	0	0	0	3
73	12	25	0	3	0	3
74	2	20	0	0	0	3
75	3	7	0	0	0	3
76	30	30	0	0	0	3
77	16	25	0	0	0	3
78	20	40	0	3	0	3
79	0	0	0	0	0	3
80	0	0	0	0	0	3
