0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	100	100	100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
1	1	5056	5106	5107	0	0	0	0	0	0	0	-1	0	0	0	50	100	67	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	0	6
2	1	2546	5056	5361	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	7
3	1	1602	5056	5361	5432	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	2	1	1	1	1	0	0	0	0	0	1	1	0	7
4	1	2355	5056	5275	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	1	1	0	7
5	1	5091	5056	0	0	0	0	0	0	0	0	-1	0	0	0	50	100	67	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	6
6	1	1750	5056	5361	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	3	1	2	1	0	0	0	0	0	0	1	1	0	7
7	1	2380	5056	5091	5482	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	3	1	1	1	1	0	0	0	0	0	1	1	0	7
8	1	2430	5056	5361	5482	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	4	1	1	1	1	0	0	0	0	0	1	1	0	7
9	1	2315	5056	5091	5361	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	4	1	1	1	1	0	0	0	0	0	1	1	0	7
10	1	2328	5056	5361	5482	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	5	1	1	1	1	0	0	0	0	0	1	1	0	7
11	1	2341	5056	5324	5361	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	5	1	1	1	1	0	0	0	0	0	1	1	0	7
12	1	2367	5056	5361	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	5	1	1	1	0	0	0	0	0	0	1	1	0	7
13	1	2507	5056	5361	5258	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	6	1	1	1	1	0	0	0	0	0	1	1	0	7
14	1	2481	5056	5361	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	6	1	2	1	0	0	0	0	0	0	1	1	0	7
15	1	1603	5056	5275	5432	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	7	1	1	1	1	0	0	0	0	0	1	1	0	7
16	1	2392	5056	5091	5361	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	7	1	1	1	1	0	0	0	0	0	1	1	0	7
17	1	1751	5056	5361	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	7	1	2	1	0	0	0	0	0	0	1	1	0	7
18	1	2520	5056	5324	5361	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	8	1	1	1	1	0	0	0	0	0	1	1	0	7
19	1	2417	5056	5361	5258	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	8	1	1	1	1	0	0	0	0	0	1	1	0	7
20	1	1752	1750	5056	0	0	0	0	0	0	0	3	0	0	0	150	75	100	0	0	0	0	0	0	9	1	1	1	0	0	0	0	0	0	1	1	0	5
21	1	2329	5056	5361	5482	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	9	1	1	1	1	0	0	0	0	0	1	1	0	7
22	1	2356	5056	5276	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	10	1	2	1	0	0	0	0	0	0	1	1	0	7
23	1	2381	5056	5091	4856	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	10	1	1	1	1	0	0	0	0	0	1	1	0	7
24	1	2482	5056	5364	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	10	1	2	1	0	0	0	0	0	0	1	1	0	7
25	1	2342	5056	5324	5364	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	10	1	1	1	1	0	0	0	0	0	1	1	0	7
26	1	2393	5056	5091	5364	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	10	1	1	1	1	0	0	0	0	0	1	1	0	7
27	1	2431	5056	5364	5483	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	11	1	1	1	1	0	0	0	0	0	1	1	0	7
28	1	2560	5056	5364	5258	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	11	1	1	1	1	0	0	0	0	0	1	1	0	7
29	1	2368	5056	5364	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	11	1	1	1	0	0	0	0	0	0	1	1	0	7
30	1	2521	5056	5324	5364	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	11	1	1	1	1	0	0	0	0	0	1	1	0	7
31	1	2418	5056	5364	5258	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	11	1	1	1	1	0	0	0	0	0	1	1	0	7
32	1	2508	5056	5364	5258	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	12	1	1	1	1	0	0	0	0	0	1	1	0	7
33	1	2534	5056	5364	5503	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	12	1	1	1	1	0	0	0	0	0	1	1	0	7
34	1	2316	5056	5091	5364	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	12	1	1	1	1	0	0	0	0	0	1	1	0	7
35	1	2547	5056	5364	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	12	1	1	1	0	0	0	0	0	0	1	1	0	7
36	1	2394	2393	5091	0	0	0	0	0	0	0	3	0	0	0	150	75	100	0	0	0	0	0	0	12	1	1	2	0	0	0	0	0	0	1	1	0	5
37	1	1684	5056	5276	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	13	1	2	1	0	0	0	0	0	0	1	1	0	7
38	1	1605	5056	5276	5434	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	13	1	1	1	1	0	0	0	0	0	1	1	0	7
39	1	1753	5056	5364	0	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	14	1	3	1	0	0	0	0	0	0	1	1	0	7
40	1	2419	2417	5258	5063	0	0	0	0	0	0	3	0	0	0	150	75	100	0	0	0	0	0	0	14	1	1	1	1	0	0	0	0	0	1	1	0	5
41	1	2343	5056	5325	5364	5483	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	15	1	1	1	1	1	0	0	0	0	1	1	0	7
42	1	2369	5056	5071	5364	0	0	0	0	0	0	3	0	0	0	100	100	100	0	0	0	0	0	0	15	1	1	1	1	0	0	0	0	0	1	1	0	7
43	1	5057	5111	0	0	0	0	0	0	0	0	-1	0	0	0	50	100	58	0	0	0	0	0	0	16	1	3	0	0	0	0	0	0	0	1	0	0	6
