0	0	1	0	0	0	0	0	0	1	0	0	0
1	1133	1	60	0	0	0	1	34	1	0	0	0
2	1133	1	60	0	0	0	2	34	2	0	0	0
3	1133	1	60	0	0	0	3	34	3	0	0	0
4	1133	1	60	0	0	0	4	34	4	0	0	0
5	1133	1	60	0	0	0	5	34	5	0	0	0
6	4413	1	60	0	0	0	6	34	6	0	0	0
7	4413	1	60	0	0	0	7	34	7	0	0	0
8	4413	1	60	0	0	0	8	34	8	0	0	0
9	4413	1	60	0	0	0	9	34	9	0	0	0
10	4413	1	60	1	0	0	10	34	10	0	0	0
11	4413	1	60	1	0	0	11	34	10	0	0	0
12	4413	1	60	1	0	0	12	34	10	0	0	0
13	8800	1	60	1	0	0	13	34	11	0	0	0
14	8800	1	60	1	0	0	14	34	11	0	0	0
15	8800	1	60	1	0	0	15	34	12	0	0	0
16	8800	1	60	1	0	0	16	34	12	0	0	0
17	8800	1	60	1	0	0	17	34	13	0	0	0
18	8800	1	60	1	0	0	18	34	14	0	0	0
19	8800	1	60	1	0	0	19	34	14	0	0	0
20	8800	1	60	1	0	0	20	34	15	0	0	0
21	8800	1	60	1	0	0	21	34	15	0	0	0
22	8800	1	60	1	0	0	22	34	15	0	0	0
23	13600	1	60	1	0	0	23	34	16	0	0	0
24	13600	1	60	1	0	0	24	34	17	0	0	0
25	13600	1	60	1	0	0	25	34	18	0	0	0
26	13600	1	60	1	0	0	26	34	19	0	0	0
27	13600	1	60	10	0	0	27	34	20	0	0	0
28	20494	1	60	10	0	0	28	34	21	0	0	0
29	20494	1	60	10	0	0	29	34	22	0	0	0
30	20494	1	60	10	0	0	30	34	23	0	0	0
31	20494	1	60	10	0	0	31	34	24	0	0	0
32	20494	1	60	10	0	0	32	34	25	0	0	0
33	20494	1	60	10	0	0	33	34	25	0	0	0
34	20494	1	60	10	0	0	34	34	25	0	0	0
35	20494	1	60	10	0	0	35	34	25	0	0	0
36	20494	1	60	10	0	0	36	34	25	0	0	0
37	20494	1	60	10	0	0	37	34	25	0	0	0
38	30000	1	60	10	0	0	38	34	26	0	0	0
39	30000	1	60	10	0	0	39	34	26	0	0	0
40	30000	1	60	10	0	0	40	34	27	0	0	0
41	30000	1	60	10	0	0	41	34	28	0	0	0
42	30000	1	60	10	0	0	42	34	28	0	0	0
43	30000	1	60	10	0	0	43	34	29	0	0	0
44	30000	1	60	10	0	0	44	34	29	0	0	0
45	30000	1	60	10	0	0	45	34	30	0	0	0
46	30000	1	60	10	0	0	46	34	30	0	0	0
47	30000	1	60	10	0	0	47	34	30	0	0	0
48	39618	1	60	20	0	0	48	34	31	0	0	0
49	39618	1	60	20	0	0	49	34	32	0	0	0
50	39618	1	60	20	0	0	50	34	32	0	0	0
51	39618	1	60	20	0	0	51	34	33	0	0	0
52	39618	1	60	20	0	0	52	34	34	0	0	0
53	39618	1	60	20	0	0	53	34	35	0	0	0
54	48784	1	60	20	0	0	54	34	36	0	0	0
55	48784	1	60	20	0	0	55	34	37	0	0	0
56	48784	1	60	20	0	0	56	34	38	0	0	0
57	48784	1	60	20	0	0	57	34	39	0	0	0
58	48784	1	60	20	0	0	58	34	40	0	0	0
59	57896	1	60	30	0	0	59	34	41	0	0	0
60	57896	1	60	30	0	0	60	34	42	0	0	0
61	57896	1	60	30	0	0	61	34	43	0	0	0
62	57896	1	60	30	0	0	62	34	44	0	0	0
63	57896	1	60	30	0	0	63	34	45	0	0	0
64	70533	1	60	30	0	0	64	34	46	0	0	0
65	70533	1	60	30	0	0	65	34	47	0	0	0
66	70533	1	60	30	0	0	66	34	48	0	0	0
67	70533	1	60	30	0	0	67	34	49	0	0	0
68	70533	1	60	30	0	0	68	34	49	0	0	0
69	1133	1	60	0	0	0	69	17	2	0	0	0
70	1133	1	60	0	0	0	70	17	1	0	0	0
71	1133	1	60	0	0	0	71	17	1	0	0	0
72	1133	1	60	0	0	0	72	17	1	0	0	0
73	1133	1	60	0	0	0	73	17	1	0	0	0
74	1133	1	60	0	0	0	74	17	1	0	0	0
75	1133	1	60	0	0	0	75	17	1	0	0	0
76	1133	1	60	0	0	0	76	17	3	0	0	0
77	1133	1	60	0	0	0	77	17	5	0	0	0
78	4413	1	60	0	0	0	78	17	6	0	0	0
79	4413	1	60	0	0	0	79	17	7	0	0	0
80	4413	1	60	0	0	0	80	17	7	0	0	0
81	4413	1	60	0	0	0	81	17	8	0	0	0
82	4413	1	60	0	0	0	82	17	9	0	0	0
83	4413	1	60	0	30	0	83	17	10	72	0	0
84	4413	1	60	0	30	0	84	17	10	72	0	0
85	8800	1	60	0	40	0	85	17	11	72	0	0
86	8800	1	60	0	40	0	86	17	11	72	0	0
87	8800	1	60	0	41	0	87	17	12	72	0	0
88	8800	1	60	0	43	0	88	17	13	72	0	0
89	8800	1	60	0	44	0	89	17	14	72	0	0
90	8800	1	60	0	44	0	90	17	14	72	0	0
91	8800	1	60	0	45	0	91	17	15	72	0	0
92	13600	1	60	0	58	0	92	17	16	72	0	0
93	13600	1	60	0	60	0	93	17	17	72	0	0
94	13600	1	60	0	60	0	94	17	17	72	0	0
95	13600	1	60	0	60	0	95	17	17	72	0	0
96	13600	1	60	0	62	0	96	17	18	72	0	0
97	13600	1	60	0	63	0	97	17	19	72	0	0
98	13600	1	60	0	63	0	98	17	19	72	0	0
99	13600	1	60	0	65	0	99	17	20	72	0	0
100	13600	1	60	0	65	0	100	17	20	72	0	0
101	20494	1	60	0	75	0	101	17	21	72	0	0
102	20494	1	60	0	78	0	102	17	22	72	0	0
103	20494	1	60	0	81	0	103	17	23	72	0	0
104	20494	1	60	0	81	0	104	17	23	72	0	0
105	20494	1	60	0	84	0	105	17	24	72	0	0
106	20494	1	60	0	84	0	106	17	24	72	0	0
107	20494	1	60	0	84	0	107	17	24	72	0	0
108	20494	1	60	0	87	0	108	17	25	72	0	0
109	20494	1	60	0	87	0	109	17	25	72	0	0
110	30000	1	60	0	90	0	110	17	26	72	0	0
111	30000	1	60	0	90	0	111	17	26	72	0	0
112	30000	1	60	0	90	0	112	17	26	72	0	0
113	30000	1	60	0	90	0	113	17	26	72	0	0
114	30000	1	60	0	90	0	114	17	26	72	0	0
115	30000	1	60	0	90	0	115	17	26	72	0	0
116	30000	1	60	0	90	0	116	17	26	72	0	0
117	30000	1	60	0	92	0	117	17	27	72	0	0
118	30000	1	60	0	95	0	118	17	28	72	0	0
119	30000	1	60	0	95	0	119	17	28	72	0	0
120	30000	1	60	0	95	0	120	17	28	72	0	0
121	30000	1	60	0	95	0	121	17	28	72	0	0
122	30000	1	60	0	95	0	122	17	28	72	0	0
123	30000	1	60	0	95	0	123	17	28	72	0	0
124	30000	1	60	0	95	0	124	17	28	72	0	0
125	30000	1	60	0	95	0	125	17	28	72	0	0
126	30000	1	60	0	96	0	126	17	29	72	0	0
127	30000	1	60	0	99	0	127	17	30	72	0	0
128	30000	1	60	0	99	0	128	17	30	72	0	0
129	30000	1	60	0	99	0	129	17	30	72	0	0
130	30000	1	60	0	99	0	130	17	30	72	0	0
131	30000	1	60	0	99	0	131	17	30	72	0	0
132	39618	1	60	0	101	0	132	17	31	72	0	0
133	39618	1	60	0	101	0	133	17	31	72	0	0
134	39618	1	60	0	103	0	134	17	32	72	0	0
135	39618	1	60	0	105	0	135	17	33	72	0	0
136	39618	1	60	0	105	0	136	17	33	72	0	0
137	39618	1	60	0	105	0	137	17	33	72	0	0
138	39618	1	60	0	107	0	138	17	34	72	0	0
139	39618	1	60	0	107	0	139	17	34	72	0	0
140	39618	1	60	0	109	0	140	17	35	72	0	0
141	48784	1	60	0	112	0	141	17	36	72	0	0
142	48784	1	60	0	113	0	142	17	37	72	0	0
143	48784	1	60	0	116	0	143	17	38	72	0	0
144	48784	1	60	0	118	0	144	17	39	72	0	0
145	48784	1	60	0	120	0	145	17	40	72	0	0
146	48784	1	60	0	120	0	146	17	40	72	0	0
147	48784	1	60	0	120	0	147	17	40	72	0	0
148	48784	1	60	0	120	0	148	17	40	72	0	0
149	48784	1	60	0	120	0	149	17	40	72	0	0
150	57896	1	60	0	125	0	150	17	41	72	0	0
151	57896	1	60	0	127	0	151	17	42	72	0	0
152	57896	1	60	0	129	0	152	17	43	72	0	0
153	57896	1	60	0	131	0	153	17	44	72	0	0
154	57896	1	60	0	133	0	154	17	45	72	0	0
