0	1	0	0	0	0	0	0	4	0	0	0	0	7
1	1	0	0	0	2	366	0	4	0	0	0	0	7
2	1	851976	0	96	0	0	0	4	0	0	0	0	7
3	1.2	852023	0	61	0	0	0	4	0	0	0	0	7
4	1.3	852053	0	62	0	0	0	4	0	0	0	0	7
5	1.2	851987	0	31	0	0	0	4	0	0	0	0	7
6	1.2	851994	0	32	0	0	0	4	0	0	0	0	7
7	2	851997	0	53	0	0	0	4	0	0	0	0	7
8	2	852174	0	54	0	0	0	4	0	0	0	0	7
9	1	851984	0	20	0	0	0	4	0	0	0	0	7
10	1.5	851978	0	21	0	0	0	4	0	0	0	0	7
11	2	852199	0	22	0	0	0	4	0	0	0	0	7
12	1.5	851973	0	39	0	0	0	4	0	0	0	0	7
13	1.5	852137	0	40	0	0	0	4	0	0	0	0	7
14	0.9	851969	0	46	0	0	0	4	0	0	0	0	7
15	1.2	851995	0	44	0	0	0	4	0	0	0	0	7
16	1.2	851972	0	45	0	0	0	4	0	0	0	0	7
17	2	851971	0	100	0	0	0	4	0	0	0	0	7
18	1	851985	0	0	81	462	0	4	0	0	0	0	7
19	1	852075	0	0	82	463	0	4	0	0	0	0	7
20	1.5	851992	0	17	0	416	0	4	0	0	0	0	7
21	1.5	852040	0	63	0	0	0	4	0	0	0	0	7
22	2	851983	0	48	0	0	0	4	0	0	0	0	7
23	2	852024	0	49	0	0	0	4	0	0	0	0	7
24	1	852044	0	104	0	0	0	4	0	0	0	0	7
25	1	0	0	106	0	0	0	4	0	0	0	0	7
26	1.5	852030	0	126	0	0	0	4	0	0	0	0	7
27	1.5	852157	0	127	0	0	0	4	0	0	0	0	7
28	1.5	852074	0	69	0	0	0	4	0	0	0	0	7
29	1.5	852658	0	125	0	422	0	4	0	0	0	0	7
30	2	852147	0	81	0	0	0	4	0	0	0	0	7
31	1	0	0	71	0	418	0	4	0	0	0	0	7
32	0.5	851988	0	35	0	0	0	4	0	0	0	0	7
33	1	852026	0	34	0	0	0	4	0	0	0	0	7
34	1	0	0	94	0	0	0	4	0	0	0	0	7
35	1.5	0	0	89	0	656	0	4	0	0	0	0	7
36	2	0	0	56	0	0	0	4	0	0	0	0	7
37	2	851975	0	25	0	0	0	4	0	0	0	0	7
38	2	852021	0	98	0	0	0	4	0	0	0	0	7
39	2	851979	0	50	0	0	0	4	0	0	0	0	7
40	2	852108	0	51	0	0	0	4	0	0	0	0	7
41	1	852025	0	59	0	0	0	4	0	0	0	0	7
42	1.2	852032	0	75	0	0	0	4	0	0	0	0	7
43	2	851977	0	36	0	0	0	4	0	0	0	0	7
44	2	852022	0	37	0	0	0	4	0	0	0	0	7
45	1	851989	0	79	0	0	0	4	0	0	0	0	7
46	1	852155	0	80	0	0	0	4	0	0	0	0	7
47	1.5	851970	0	28	0	0	0	4	0	0	0	0	7
48	1.5	852140	0	29	0	0	0	4	0	0	0	0	7
49	2	851993	0	57	0	0	0	4	0	0	0	0	7
50	1.5	0	0	121	0	422	0	4	0	0	0	0	7
51	1.5	0	0	121	0	422	0	4	0	0	0	0	7
52	1	852000	0	6	0	319	0	4	0	0	0	0	7
53	1	852465	0	97	0	0	0	4	0	0	0	0	7
54	1	0	0	0	2	366	0	4	0	0	0	0	7
55	1	852104	0	0	36	379	0	4	0	0	0	0	7
56	1	0	0	0	36	379	0	4	0	0	0	0	7
57	1	851974	0	60	0	0	0	4	0	0	0	0	7
58	1	852195	0	233	0	0	0	4	0	0	0	0	7
59	1	852046	0	385	0	0	0	4	0	0	0	0	7
60	1.1	0	0	0	36	379	0	4	0	0	0	0	7
61	1	852107	0	0	37	380	0	4	0	0	0	0	7
62	1	852105	0	0	38	381	0	4	0	0	0	0	7
63	1	852156	0	0	39	382	0	4	0	0	0	0	7
64	1	852106	0	0	41	384	0	4	0	0	0	0	7
65	2	0	0	131	0	0	0	4	0	0	0	0	7
66	1.5	0	0	201	0	0	0	4	0	0	0	0	7
67	1	0	0	7	0	320	0	4	0	0	0	0	7
68	1	852937	0	7	0	321	0	4	0	0	0	0	7
69	1	0	0	7	0	322	0	4	0	0	0	0	7
70	1	0	0	7	0	323	0	4	0	0	0	0	7
71	1	0	0	7	0	324	0	4	0	0	0	0	7
72	1	852394	0	7	0	325	0	4	0	0	0	0	7
73	1	0	0	7	0	326	0	4	0	0	0	0	7
74	1.5	0	0	7	0	327	0	4	0	0	0	0	7
75	2	0	0	121	0	422	0	4	0	0	0	0	7
76	1.5	0	0	71	0	418	0	4	0	2	0	0	7
77	1	0	0	94	0	0	0	4	0	0	0	0	7
78	1.5	0	0	35	0	0	0	4	0	0	0	0	7
79	1	852338	0	0	10	376	0	4	0	0	0	0	7
80	1	852500	0	0	11	377	0	4	0	0	0	0	7
81	1	852038	0	0	12	378	0	4	0	0	0	0	7
82	1.1	0	0	0	13	373	0	4	0	0	0	0	7
83	1.1	0	0	0	14	373	0	4	0	0	0	0	7
84	1	852135	0	0	16	366	0	4	0	0	0	0	7
85	1.2	0	0	0	17	474	0	4	0	0	0	0	7
86	1	852355	0	0	18	369	0	4	0	0	0	0	7
87	1	852354	0	0	19	370	0	4	0	0	0	0	7
88	1	0	0	0	20	371	0	4	0	0	0	0	7
89	1.2	0	0	0	21	411	0	4	0	0	0	0	7
90	1.1	0	0	0	22	412	0	4	0	0	0	0	7
91	1	0	0	0	23	413	0	4	0	0	0	0	7
92	1	0	0	0	24	414	0	4	0	0	0	0	7
93	1	0	0	0	25	415	0	4	0	0	0	0	7
94	1	0	0	107	0	0	0	4	0	0	0	0	7
95	1	0	0	108	0	0	0	4	0	0	0	0	7
96	1	0	0	110	0	0	0	4	0	0	0	0	7
97	1	0	0	109	0	0	0	4	0	0	0	0	7
98	2	0	0	107	0	0	0	4	0	0	0	0	7
99	2	0	0	108	0	0	0	4	0	0	0	0	7
100	2	852020	0	110	0	0	0	4	0	0	0	0	7
101	2	0	0	109	0	0	0	4	0	0	0	0	7
102	2	0	0	21	0	0	0	4	0	0	0	0	7
103	2	0	0	21	0	0	0	4	0	0	0	0	7
104	2.5	0	0	22	0	0	0	4	0	0	0	0	7
105	1.5	0	0	6	0	319	0	4	0	0	0	0	7
106	2	0	0	204	0	0	0	4	0	0	0	0	7
107	1.3	0	0	12	0	355	0	11	0	6	0	0	7
108	1	0	0	12	0	355	0	11	0	0	0	0	7
109	1	0	0	12	0	357	0	11	0	0	0	0	7
110	1	0	0	12	0	356	0	11	0	0	0	0	7
111	1	0	0	12	0	358	0	11	0	0	0	0	7
112	1.6	0	0	12	0	359	3255	11	0	2	0	0	7
113	1.2	851990	0	4	0	306	0	6	2	0	0	0	7
114	1.2	852150	0	4	0	307	0	6	2	0	0	0	7
115	1.2	0	0	4	0	308	0	6	2	0	0	0	7
116	1.2	0	0	4	0	309	0	6	2	0	0	0	7
117	1.5	852153	0	65	0	0	0	4	0	0	0	0	7
118	1	851986	0	297	0	0	0	4	0	0	0	0	7
119	1	589847	0	121	0	422	0	4	0	0	3	0	7
120	1.2	0	0	31	0	0	0	4	0	0	0	0	7
121	1.2	0	0	44	0	0	0	4	0	0	0	0	7
122	1	0	0	104	0	0	0	4	0	0	0	0	7
123	1	852649	0	197	0	0	0	4	0	0	0	0	7
124	1	0	0	229	0	0	0	4	0	0	0	0	7
125	1.5	0	0	63	0	0	0	4	0	0	0	0	7
126	1.5	0	0	17	0	416	0	4	0	0	0	0	7
127	1.5	0	0	20	0	0	0	4	0	0	0	0	7
128	1.5	0	0	20	0	0	0	4	0	0	0	0	7
129	1.5	0	0	21	0	0	0	4	0	0	0	0	7
130	2	852785	0	99	0	0	0	4	0	0	0	0	7
131	1	852007	0	386	0	0	0	4	0	0	0	0	7
132	1	852177	0	382	0	0	0	4	0	0	0	0	7
133	1	851982	0	383	0	0	0	4	0	0	0	0	7
134	1	852418	0	381	0	0	0	4	0	0	0	0	7
135	1	852015	0	384	0	0	0	4	0	0	0	0	7
136	1	852008	0	58	0	0	0	4	0	0	0	0	7
137	1.1	0	0	0	15	374	0	4	0	0	0	0	7
138	1.5	852027	0	160	0	0	0	4	0	0	0	0	7
139	1.2	852052	0	151	0	0	0	4	0	0	0	0	7
140	1	852173	0	145	0	0	0	4	0	0	0	0	7
141	1.5	0	0	163	0	0	0	4	0	0	0	0	7
142	0.8	851991	0	97	0	0	0	4	0	0	0	0	7
143	2	852382	0	27	0	0	0	4	0	0	0	0	7
144	1.1	0	0	0	26	475	0	4	0	0	0	0	7
145	0.9	0	0	0	27	370	0	4	0	0	0	0	7
146	0.9	0	0	0	28	368	0	4	0	0	0	0	7
147	0.9	0	0	0	29	372	0	4	0	0	0	0	7
148	0.9	0	0	0	30	476	0	4	0	0	0	0	7
149	2.5	0	0	48	0	0	0	4	0	0	0	0	7
150	1.5	0	0	48	0	0	0	4	0	0	0	0	7
151	2	0	0	53	0	0	0	4	0	0	0	0	7
152	1.1	0	0	0	31	477	0	4	0	0	0	0	7
153	0.9	0	0	0	32	370	0	4	0	0	0	0	7
154	0.9	0	0	0	33	372	0	4	0	0	0	0	7
155	1.1	852083	0	0	34	368	0	4	0	0	0	0	7
156	2	0	0	50	0	0	0	4	0	0	0	0	7
157	2	0	0	50	0	0	0	4	0	0	0	0	7
158	1.1	0	0	0	35	378	0	4	0	0	0	0	7
159	1.2	852010	0	76	0	0	0	4	0	0	0	0	7
160	0.8	852009	0	152	0	0	0	4	0	0	0	0	7
161	1.2	0	0	152	0	0	0	4	0	0	0	0	7
162	2.5	0	0	25	0	0	0	4	0	0	0	0	7
163	2.5	851998	0	57	0	0	0	4	0	0	0	0	7
164	2.5	0	0	36	0	0	0	4	0	0	0	0	7
165	1.1	0	0	0	43	376	0	4	0	0	0	0	7
166	1.2	852068	0	3	0	300	0	7	1	0	0	0	7
167	1.2	0	0	3	0	301	0	7	1	0	0	0	7
168	1.2	852144	0	3	0	302	0	7	1	0	0	0	7
169	1.2	852154	0	3	0	303	0	7	1	0	0	0	7
170	1	852031	0	14	0	360	0	4	0	0	0	0	7
171	1	0	0	14	0	361	0	4	0	0	0	0	7
172	1	852036	0	136	0	0	0	4	0	0	0	0	7
173	1	852170	0	135	0	0	0	4	0	0	0	0	7
174	1	0	0	137	0	0	0	4	0	0	0	0	7
175	2	852100	0	141	0	0	0	4	0	0	0	0	7
176	2	852129	0	142	0	0	0	4	0	0	0	0	7
177	2	0	0	143	0	0	0	4	0	0	0	0	7
178	1.2	852358	0	154	0	0	0	4	0	0	0	0	7
179	1.2	852037	0	155	0	0	0	4	0	0	0	0	7
180	1.2	0	0	156	0	0	0	4	0	0	0	0	7
181	1.2	852112	0	157	0	0	0	4	0	0	0	0	7
182	1.5	852181	0	167	0	0	0	4	0	0	0	0	7
183	1.5	852278	0	168	0	0	0	4	0	0	0	0	7
184	1.5	852279	0	169	0	0	0	4	0	0	0	0	7
185	1.5	0	0	170	0	0	0	4	0	0	0	0	7
186	1.5	0	0	171	0	0	0	4	0	0	0	0	7
187	1.5	852017	0	176	0	0	0	4	0	0	0	0	7
188	1.5	852168	0	177	0	0	0	4	0	0	0	0	7
189	1.5	852514	0	178	0	0	0	4	0	0	0	0	7
190	1.5	852149	0	179	0	0	0	4	0	0	0	0	7
191	1.5	852389	0	180	0	0	0	4	0	0	0	0	7
192	1.5	0	0	181	0	0	0	4	0	0	0	0	7
193	1.2	852293	0	183	0	0	0	4	0	0	0	0	7
194	1.2	852056	0	184	0	0	0	4	0	0	0	0	7
195	1.2	0	0	185	0	0	0	4	0	0	0	0	7
196	1.3	0	0	192	0	0	0	4	0	0	0	0	7
197	1.3	0	0	193	0	0	0	4	0	0	0	0	7
198	1.3	0	0	194	0	0	0	4	0	0	0	0	7
199	1.3	0	0	195	0	0	0	4	0	0	0	0	7
200	2	852172	0	213	0	0	0	4	0	0	0	0	7
201	2	853119	0	214	0	0	0	4	0	0	0	0	7
202	2	0	0	215	0	0	0	4	0	0	0	0	7
203	2	852109	0	266	0	0	0	4	0	0	0	0	7
204	2	852167	0	267	0	0	0	4	0	0	0	0	7
205	1.2	852019	0	282	0	0	0	4	0	0	0	0	7
206	1.2	852051	0	283	0	0	0	4	0	0	0	0	7
207	1	0	0	304	0	0	0	4	0	2	0	0	6
208	1	0	0	298	0	0	0	4	0	0	0	0	6
209	1	0	0	304	0	0	0	4	0	2	0	0	7
210	1	0	0	298	0	0	0	4	0	0	0	0	7
211	1	0	0	304	0	0	0	4	0	2	0	0	7
212	1	0	0	298	0	0	0	4	0	0	0	0	7
213	1	0	0	8	0	328	0	4	0	0	5	0	7
214	1	0	0	8	0	329	0	4	0	0	5	0	7
215	1	0	0	8	0	330	0	4	0	0	5	0	7
216	1	0	0	8	0	331	0	4	0	0	5	0	7
217	1	0	0	8	0	332	0	4	0	0	5	0	7
218	1	0	0	8	0	333	0	4	0	0	5	0	7
219	1	0	0	8	0	334	0	4	0	0	5	0	7
220	1	0	0	8	0	335	0	4	0	0	0	0	7
221	3	0	0	8	0	328	0	4	0	2	5	0	7
222	3	0	0	8	0	329	0	4	0	2	5	0	7
223	3	0	0	8	0	330	0	4	0	2	5	0	7
224	3	0	0	8	0	331	0	4	0	2	5	0	7
225	3	0	0	8	0	332	0	4	0	2	5	0	7
226	3	0	0	8	0	333	0	4	0	2	5	0	7
227	3	0	0	8	0	334	0	4	0	2	5	0	7
228	10	0	0	8	0	335	0	4	0	2	0	0	7
229	3	0	0	8	0	328	0	4	0	2	5	0	7
230	3	0	0	8	0	329	0	4	0	2	5	0	7
231	3	0	0	8	0	330	0	4	0	2	5	0	7
232	3	0	0	8	0	331	0	4	0	2	5	0	7
233	3	0	0	8	0	332	0	4	0	2	5	0	7
234	3	0	0	8	0	333	0	4	0	2	5	0	7
235	3	0	0	8	0	334	0	4	0	2	5	0	7
236	10	0	0	8	0	335	0	4	0	2	0	0	7
237	1	0	0	301	0	0	0	0	0	0	2	0	4
238	1	0	0	302	0	0	0	4	0	0	0	0	6
239	1	0	0	303	0	0	0	4	0	2	0	0	6
240	1	0	0	301	0	0	0	0	0	0	2	0	5
241	1	0	0	302	0	0	0	4	0	0	0	0	7
242	1	0	0	303	0	0	0	4	0	2	0	0	7
243	1	0	0	301	0	0	0	0	0	0	2	0	5
244	1	0	0	302	0	0	0	4	0	0	0	0	7
245	1	0	0	303	0	0	0	4	0	2	0	0	7
246	1.5	0	0	306	0	0	0	4	0	2	0	3	6
247	1.5	0	0	306	0	0	0	4	0	2	0	4	7
248	1.5	0	0	306	0	0	0	4	0	2	0	5	7
249	1	0	0	0	44	472	7613	0	0	0	0	0	6
250	1	0	0	0	45	473	7602	0	0	0	0	0	6
251	1.5	0	0	159	0	0	0	4	0	0	0	0	7
252	1	0	0	0	75	457	3085	4	0	0	0	0	7
253	1	0	0	479	0	0	0	4	0	0	0	0	7
254	1	0	0	481	0	0	0	4	0	0	0	0	3
255	1.8	0	0	18	0	429	0	4	0	2	0	0	7
256	1	0	0	18	0	427	0	4	0	0	0	0	7
257	2	0	0	100	0	0	0	4	0	0	0	0	7
258	1.5	0	0	167	0	0	0	4	0	0	0	0	7
259	2.5	0	0	23	0	0	0	4	0	2	0	1	7
260	1.5	0	0	22	0	0	0	4	0	0	0	0	7
261	1	0	0	485	0	0	0	4	0	0	2	0	1
262	1	0	0	247	0	0	0	4	0	2	0	2	7
263	1	0	0	135	0	0	0	4	0	0	0	0	7
264	2	0	0	142	0	0	0	4	0	0	0	0	7
265	1	0	0	235	0	0	0	4	0	0	0	0	7
266	12	0	0	482	0	0	0	4	0	2	0	0	7
267	1	0	0	12	0	357	0	11	0	0	0	0	7
268	2	0	0	99	0	0	0	4	0	0	0	0	7
269	1	0	0	481	0	0	0	4	0	0	0	0	3
270	1	0	0	34	0	0	0	4	0	6	0	0	7
271	0.5	0	0	35	0	0	0	4	0	0	0	0	7
272	1.4	0	0	18	0	428	0	4	0	6	0	0	7
273	2.8	0	0	64	0	0	0	4	0	6	0	0	7
274	2	0	0	17	0	417	0	4	0	6	0	0	7
275	1.5	0	0	167	0	0	0	4	0	0	0	0	7
276	1	0	0	18	0	427	0	4	0	0	0	0	7
277	1.2	0	0	3	0	304	0	7	1	0	0	0	7
278	1.2	0	0	3	0	300	0	7	1	0	0	0	7
279	1.2	0	0	3	0	302	0	7	1	0	0	0	7
280	1.2	0	0	3	0	303	0	7	1	0	0	0	7
281	1.5	0	0	179	0	0	0	4	0	0	0	0	7
282	1.2	0	0	4	0	310	0	6	2	0	0	0	7
283	1.2	0	0	4	0	307	0	6	2	0	0	0	7
284	1.2	0	0	4	0	308	0	6	2	0	0	0	7
285	1.2	0	0	4	0	309	0	6	2	0	0	0	7
286	1.5	0	0	159	0	0	0	4	0	0	0	0	7
287	1.5	0	0	198	0	0	0	4	0	0	0	0	7
288	1.5	0	0	5	0	316	0	8	0	0	0	0	7
289	1.5	0	0	5	0	312	0	8	0	0	0	0	7
290	1.5	0	0	5	0	315	0	8	0	0	0	0	7
291	1.5	0	0	5	0	313	0	8	0	0	0	0	7
292	2	0	0	81	0	0	0	4	0	1	0	0	7
293	2	0	0	81	0	0	0	4	0	1	0	0	7
294	1	852028	0	386	0	0	0	4	0	0	0	0	7
295	1	852041	0	60	0	0	0	4	0	0	0	0	7
296	1	0	0	383	0	0	0	4	0	0	0	0	7
297	1	852045	0	385	0	0	0	4	0	0	0	0	7
298	1.5	0	0	62	0	0	0	4	0	0	0	0	7
299	1	852042	0	383	0	0	0	4	0	0	0	0	7
300	2	0	0	204	0	0	0	4	0	0	0	0	7
301	2	0	0	167	0	0	0	4	0	0	0	0	6
302	2	852034	0	270	0	0	0	4	0	0	0	0	7
