0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0	0	0	0	0
10	2	0	138	113	0	0	0	0	4	10	0	0
11	2	137	133	132	105	0	0	2	3	5	0	0
12	2	137	133	132	0	0	0	0	4	5	0	0
13	2	134	118	141	0	0	0	0	4	5	0	0
14	3	154	198	153	200	0	0	0	6	15	0	0
15	2	104	124	103	0	0	0	0	4	10	0	0
16	2	104	124	103	114	0	0	0	3	10	0	0
17	2	110	122	0	0	0	0	0	3	15	0	0
18	3	149	209	146	0	0	0	0	6	15	0	0
19	3	190	176	165	220	0	0	0	3	15	0	0
20	1	81	0	0	0	0	0	0	3	40	0	0
21	3	148	213	202	158	0	0	0	3	15	0	0
22	2	128	136	135	0	0	0	0	3	20	0	0
23	3	152	185	151	224	0	0	0	3	20	0	0
24	2	127	108	109	0	0	0	0	2	25	0	0
25	3	171	159	183	0	0	0	0	5	15	0	0
26	3	157	145	193	197	0	0	0	4	30	0	0
27	2	106	123	0	0	0	0	0	2	30	0	0
28	2	112	111	121	0	0	0	0	2	35	0	0
29	3	189	180	210	0	0	0	0	2	35	0	0
30	3	211	214	201	204	0	0	0	1	15	0	0
31	3	147	175	162	206	0	0	0	4	15	0	0
32	2	0	0	0	0	35	25	0	5	30	0	0
33	2	126	0	0	0	0	0	0	5	20	0	0
34	2	117	0	0	0	0	0	0	4	20	0	0
35	2	0	0	0	0	0	24	0	2	20	0	0
36	1	100	0	0	0	0	0	0	5	35	0	0
37	2	0	0	0	0	34	25	0	3	30	0	0
38	3	187	188	225	0	0	0	0	1	20	0	0
39	3	178	205	223	0	0	0	0	2	20	0	0
40	3	186	143	172	196	0	0	0	1	25	0	0
41	3	179	150	161	170	0	0	0	4	25	0	0
42	2	0	0	0	0	30	25	0	1	30	0	0
43	2	0	0	0	0	26	0	0	5	50	0	0
44	2	0	0	0	0	32	25	0	2	30	0	0
45	1	0	0	0	0	32	25	0	2	30	0	0
46	1	78	215	0	0	0	0	0	4	45	0	0
47	0	66	49	0	0	0	0	0	2	25	0	0
48	1	94	96	97	80	0	0	0	2	25	0	0
49	0	47	52	54	0	0	0	0	2	40	0	0
50	2	0	0	0	33	31	25	0	4	30	0	0
51	2	402	401	0	0	0	0	0	0	5	0	0
52	2	404	403	0	0	0	0	0	0	5	0	0
53	2	405	0	0	0	0	0	0	0	5	0	0
54	2	406	0	0	0	0	0	0	0	5	0	0
55	2	408	407	0	0	0	0	0	0	10	0	0
56	2	410	409	0	0	0	0	0	0	10	0	0
57	2	411	0	0	0	0	0	0	0	10	0	0
58	2	412	0	0	0	0	0	0	0	10	0	0
59	2	414	413	0	0	0	0	0	0	15	0	0
60	2	416	415	0	0	0	0	0	0	15	0	0
61	2	417	0	0	0	0	0	0	0	15	0	0
62	2	419	418	0	0	0	0	0	0	15	0	0
63	3	421	420	0	0	0	0	0	0	20	0	0
64	2	422	0	0	0	0	0	0	0	20	0	0
65	2	423	0	0	0	0	0	0	0	20	0	0
66	2	427	426	0	0	0	0	0	0	20	0	0
67	3	425	424	0	0	0	0	0	0	20	0	0
68	2	429	428	0	0	0	0	0	0	25	0	0
69	3	430	0	0	0	0	0	0	0	25	0	0
70	2	431	0	0	0	0	0	0	0	25	0	0
71	2	432	0	0	0	0	0	0	0	25	0	0
72	2	434	433	0	0	0	0	0	0	30	0	0
73	3	436	435	0	0	0	0	0	0	30	0	0
74	3	437	0	0	0	0	0	0	0	30	0	0
75	2	438	0	0	0	0	0	0	0	30	0	0
76	2	439	0	0	0	0	0	0	0	30	0	0
77	2	440	441	0	0	0	0	0	0	35	0	0
78	3	442	0	0	0	0	0	0	0	35	0	0
79	3	443	0	0	0	0	0	0	0	35	0	0
80	2	444	0	0	0	0	0	0	0	35	0	0
81	3	445	446	0	0	0	0	0	0	40	0	0
82	2	447	0	0	0	0	0	0	0	40	0	0
83	3	448	0	0	0	0	0	0	0	40	0	0
84	2	449	450	0	0	0	0	0	0	40	0	0
85	2	451	452	0	0	0	0	0	0	45	0	0
86	2	453	0	0	0	0	0	0	0	45	0	0
87	2	454	0	0	0	0	0	0	0	45	0	0
88	2	455	456	0	0	0	0	0	0	45	0	0
89	3	457	458	0	0	0	0	0	0	50	0	0
90	2	459	0	0	0	0	0	0	0	50	0	0
91	3	460	0	0	0	0	0	0	0	50	0	0
92	2	461	462	0	0	0	0	0	0	50	0	0
93	0	463	464	0	0	0	0	0	0	5	0	0
94	0	465	466	0	0	0	0	0	0	5	0	0
95	0	467	0	0	0	0	0	0	0	5	0	0
